name,latitude_degree,longitude_degree,elevation_m
N3E2,36.325176,25.971739,11285.220000000001
N2E5,24.475863,57.892818,9753.6
N2E4,27.324646,46.481289,11285.220000000001
N3W1,38.274227,-3.618204,11277.6
N0E4,8.410128,46.535294,10058.4
N2E5,25.844238,54.52359,4739.64
N2E4,28.304581,44.311665,11277.6
N2E7,22.961197,71.642891,10050.78
N2E4,28.865459,44.680374,10972.800000000001
N2E4,22.86334,45.839283,10972.800000000001
N2E4,25.473803,47.044182,5554.9800000000005
N2E4,27.034561,45.581135,10652.76
N2E4,27.110022,44.940578,10980.42
N4E5,48.28981,51.732224,10965.18
N0E4,7.706726,41.861076,10668.0
N2E5,29.344894,56.763927,10972.800000000001
N4W1,42.935486,-2.266569,10767.060000000001
N2E4,28.575859,49.247456,11894.82
N2E5,20.220104,55.970749,11574.78
N2E6,27.639404,68.291069,10972.800000000001
N2E5,26.465149,51.676113,11582.400000000001
N2E6,23.260803,61.810532,11887.2
N2E7,26.763533,75.928154,9753.6
N2E4,23.682241,44.677612,11894.82
N2E4,28.217127,42.912491,11887.2
N2E5,25.652435,54.249115,5974.08
N3E7,30.995783,73.144997,8534.4
N2E5,25.469009,53.378651,7924.8
N4E1,47.156891,19.234177,10972.800000000001
N4E6,41.492149,68.942017,10050.78
N2E7,25.399879,77.242592,9151.62
N4E7,45.39006,75.521698,11292.84
N4E7,46.570679,74.943306,10980.42
N4E7,49.3092,73.213104,10553.7
N3W2,31.722044,-12.605219,10972.800000000001
N2E3,29.134207,32.857792,9845.04
N4E3,41.124664,38.374557,9745.980000000001
N4W6,48.602585,-51.603649,11887.2
N1E11,18.73517,112.203423,10370.82
N2E11,21.204712,117.66008,9144.0
N2E12,25.296799,122.36425,9753.6
N3E12,31.293915,125.736908,9144.0
N3E12,34.907055,128.586609,4297.68
N2E3,28.212616,34.08297,3581.4
N3E2,36.334534,24.573784,10980.42
N2E3,25.287231,37.625935,11285.220000000001
N2E3,29.211529,32.569508,6515.1
N2E4,25.448294,43.308468,9753.6
N2E3,29.776291,31.461464,9471.66
N2E3,22.455868,38.801929,6705.6
N3E7,38.692871,71.092224,10058.4
N4W13,49.187607,-124.373978,3307.0800000000004
N3W14,36.668243,-137.433807,11583.619200000001
N3E6,39.600494,65.375282,11887.2
N4W14,40.862103,-133.978607,11277.6
N5W14,52.021465,-137.996002,11276.3808
N5W13,50.487347,-126.24308,11262.36
N3E4,38.21022,42.07074,10668.0
S3W5,-22.530533,-46.246048,5554.9800000000005
N5E1,57.102463,10.075792,11879.58
N4E16,45.732307,165.338577,10972.800000000001
N1W16,17.488325,-160.642487,10058.4
N2W16,27.914543,-156.486176,9753.6
N6W5,60.402042,-43.718327,10972.800000000001
N5W2,55.635742,-13.570004,10972.800000000001
N4W14,45.129082,-131.572189,11277.6
N4E17,45.972633,176.103973,9448.800000000001
N4E16,42.292385,163.887177,11277.6
N4E17,45.887428,170.512482,10058.4
N4W14,40.772419,-137.139618,10972.800000000001
N5W5,58.849777,-46.449921,11879.58
N4E16,45.747414,169.995239,9448.800000000001
N5W2,58.016376,-14.368286,10972.800000000001
N5W2,59.025764,-19.994087,11581.1808
N4W10,46.743256,-97.002983,10972.800000000001
N4E2,46.39389,21.013363,11269.980000000001
N5W1,53.243317,-8.023787,11582.400000000001
N3W8,33.245544,-80.89843,11582.400000000001
N3W8,32.737244,-80.9972,11582.400000000001
N3E14,37.091705,144.624557,10668.0
N3W9,34.771454,-83.635719,7780.02
N4W12,49.905861,-113.971428,9745.980000000001
N5W2,54.757721,-14.013311,11582.400000000001
N4W8,44.602432,-77.472313,10256.52
N4W10,45.281643,-92.833267,10972.800000000001
N2W8,26.12146,-79.614296,5684.52
N5W1,52.822964,-1.253932,10363.2
N4W7,44.890881,-65.534721,7612.38
N5W12,50.011368,-113.852547,7315.200000000001
N5W12,51.010117,-115.42244,11414.76
N4W8,47.080582,-80.319603,11582.400000000001
N4W8,43.807007,-80.129768,3726.1800000000003
N3W8,39.592072,-77.046638,10058.4
N3W8,39.525787,-76.86525,3863.34
N2E11,22.918213,119.129051,10050.78
N4W9,44.023239,-84.889725,9745.980000000001
N4W8,42.411392,-75.088493,6347.46
N4W8,45.269211,-74.716446,4701.54
N5W1,53.140312,-1.386297,9334.5
N4W7,45.578457,-69.939102,11887.2
N5W12,50.891739,-115.698357,8694.42
N5W12,52.417961,-115.749207,9144.0
N5W12,50.9254,-111.455536,7703.820000000001
N4W8,45.690834,-74.511063,4831.08
N5W13,54.590286,-121.501923,7010.400000000001
N4E0,49.756119,2.289927,6278.88
N4W8,41.154327,-73.613037,5204.46
N4W8,43.796577,-78.700562,6286.5
N4W8,45.322174,-73.653587,3528.0600000000004
N4W8,45.458168,-73.554871,3101.34
N4W8,45.420364,-73.019974,5311.14
N4W9,42.164688,-87.580452,3771.9
N4W9,47.870499,-88.118866,10058.4
N3W9,32.51078,-81.751007,9745.980000000001
N4W8,40.928867,-79.639832,9753.6
N3W8,37.079647,-76.506279,10972.800000000001
N3W8,33.84613,-80.895538,10370.82
N3W8,35.631874,-80.469475,11590.02
N3W8,37.827072,-80.461761,9151.62
N3W9,32.314144,-81.219963,11277.6
N3W8,36.844528,-80.706879,11582.400000000001
N4W8,44.572403,-74.126198,6400.8
N4W8,43.033493,-80.813011,7924.8
N2W8,26.190033,-80.222321,4137.66
N3W3,38.048859,-29.924538,11582.400000000001
N4W2,44.82645,-13.693943,10972.800000000001
N4W2,44.709377,-14.961491,12192.0
N4W0,47.932663,-0.744804,9540.24
N3E11,33.707077,113.149628,7193.280000000001
N3E11,34.978516,114.61544,7498.08
N2W8,22.190002,-80.499825,9144.0
N1W8,18.472687,-71.56749,4389.12
N2E10,23.5606,107.78624,6880.860000000001
N2E11,25.056789,110.98233,7193.280000000001
N2E10,29.068501,109.647148,10088.880000000001
N2E10,28.34244,106.940758,8869.68
N3E11,32.513016,116.651878,7940.04
N2E11,24.359016,116.481094,9784.08
N5E2,59.146824,26.530123,12192.0
N6W15,60.138741,-145.653503,10058.4
N6E5,61.840786,51.038208,11582.400000000001
N5E2,58.063568,21.787573,11582.400000000001
N5E2,59.404186,27.839287,11574.78
N5E2,59.365826,27.632881,10363.2
N6W17,64.675049,-164.454788,10363.2
N5E3,57.45776,38.251965,7383.780000000001
N5E4,57.862057,41.315014,10363.2
N6E4,61.475647,41.260822,11582.400000000001
N6E4,61.668915,44.407619,10363.2
N2E8,23.087116,81.842957,10972.800000000001
N0E15,3.478374,152.1064,11581.1808
N1E10,11.653015,108.526878,10972.800000000001
S0E10,-0.394996,104.941925,10668.0
N5E7,55.684067,79.800446,10363.2
N3E11,37.82132,116.5644,7597.14
N2E10,28.845861,106.672829,4229.1
N2E11,28.897488,113.510201,10088.880000000001
S1E11,-9.778158,132.545883,9753.6
N2E11,27.906651,117.660667,8884.92
N2E11,25.971169,115.709167,11917.68
N2E10,25.614298,103.007919,11003.28
N3E10,30.494888,105.313812,3901.44
N5E2,55.057983,21.025002,11277.6
N2E11,20.070484,113.396431,10972.800000000001
N5E1,54.015537,19.080828,10668.0
N3E12,37.351978,121.574471,9182.1
N3E12,31.486633,123.433655,6903.72
N4E8,44.09544,88.671501,4518.66
N2E10,23.850769,109.101006,9784.08
N3E11,39.259689,116.473885,3954.78
N4E9,41.900986,95.139107,9784.08
N2E10,26.332993,108.064941,9090.66
N2E11,25.164322,110.004326,9174.48
N2E10,28.599331,106.988983,7498.08
N2E11,25.735428,110.488152,9174.48
N3E10,30.844025,103.946716,3596.6400000000003
N2E10,25.676538,109.913445,9784.08
N2E11,26.040344,114.051926,8336.28
N2E10,25.808981,109.657028,7193.280000000001
N3E11,36.28458,114.737648,10698.480000000001
N1E10,19.624695,108.181297,6537.96
N1E10,18.937363,103.238869,10668.0
N5E3,59.224934,30.33799,10058.4
N3E11,30.628235,119.88324,4823.46
N4E0,49.549576,9.698109,9753.6
N4E11,40.218109,111.958366,5394.96
N2E11,22.988287,115.985359,9182.1
N2E10,27.078415,107.038345,7193.280000000001
N3E11,38.27367,114.328232,5463.54
N2E11,28.866949,113.751259,11612.880000000001
N2E11,29.00181,111.572731,11612.880000000001
N3E10,37.032349,103.573959,7879.080000000001
N3E11,34.699478,111.03418,10088.880000000001
N3E11,35.843632,117.244148,10393.68
N3E9,39.557049,95.514236,9784.08
N3E10,37.83482,109.55172,10088.880000000001
N3E11,38.018555,116.464783,7444.740000000001
N3E10,32.203308,107.716331,9784.08
N3E11,30.35408,111.885139,9784.08
N2E11,29.186438,115.660828,3596.6400000000003
N3E11,38.118576,113.921616,10088.880000000001
N3E11,37.80447,115.568649,7513.320000000001
N3E9,38.932339,97.686493,9479.28
N3E11,36.45937,110.453453,10165.08
N3E10,30.25272,109.956673,9182.1
N3E11,31.64151,118.479088,5539.740000000001
N3E11,38.967201,116.336853,5013.96
N3E10,32.970436,107.363777,9174.48
N2E10,27.949081,105.355034,9784.08
N3E10,38.26936,105.836212,10393.68
N3E11,31.232269,116.639977,9174.48
N3E11,37.348999,117.412857,9784.08
N2E10,21.226379,109.930618,4168.14
N3E11,38.647247,116.415672,3893.82
N3E11,30.92441,114.858513,10576.560000000001
N3E12,30.89012,121.308609,10584.18
N3E10,31.725679,109.8293,11308.08
N2E10,25.65308,107.661591,9479.28
N3E11,30.884769,117.001381,9479.28
N2E11,29.950195,116.62262,8100.06
N3E10,36.653229,109.188652,5394.96
N3E11,37.985508,116.493111,6050.280000000001
N3E9,39.109219,91.795547,10088.880000000001
N3E11,30.64554,111.22139,8869.68
N3E11,30.872219,113.198982,10698.480000000001
N4E11,40.447399,115.264343,4716.780000000001
N3E12,31.561159,120.413727,4069.0800000000004
N4E12,42.455551,120.129883,9174.48
N5E2,54.73558,20.291586,11277.6
N2E11,28.489197,116.087036,8412.48
N3E10,36.294361,109.614983,7498.08
N3E11,33.29274,115.333267,7802.88
N2E11,29.679798,113.514893,11917.68
N2E10,27.72344,106.789009,6614.160000000001
N4E11,40.425064,116.325073,3901.44
N3E11,35.30658,117.355896,9090.66
N3E10,36.7701,109.83358,9784.08
N2E10,26.323891,102.762627,5974.08
N3E11,38.023869,115.572289,4511.04
N2E11,27.30773,113.352448,10088.880000000001
N4E12,43.734245,124.164932,6309.360000000001
N3E11,35.936932,114.707901,9471.66
N2E11,26.618196,118.146072,9479.28
N4E12,44.652969,123.783676,8869.68
N3E10,39.445389,109.087646,7193.280000000001
N2E11,28.16638,111.797508,6888.4800000000005
N3E11,37.013538,110.421547,9784.08
N3E11,33.658524,118.098335,8869.68
N3E11,35.931976,113.848,7795.26
N4E11,42.04784,119.243477,7802.88
N3E11,37.212021,115.239395,6461.76
N3E11,31.043791,114.096031,11308.08
N3E10,33.596603,108.004799,9784.08
N2E11,28.74765,118.267662,9174.48
N3E11,35.531662,112.748169,11003.28
N2E10,29.833746,108.228745,9166.86
N4E11,40.43129,115.771606,6004.56
N3E10,36.585571,104.171959,8412.48
N3E10,32.124847,106.94191,11308.08
N3E8,39.68829,88.335571,10088.880000000001
N2E11,28.352175,117.563133,9784.08
N3E11,36.203537,113.097816,11003.28
N2E10,28.268288,105.445053,10088.880000000001
N3E10,34.636356,108.929047,9479.28
N2E11,29.180759,118.216118,9174.48
N2E11,29.307751,111.7407,9479.28
N2E11,24.255341,111.688484,9784.08
N4E12,43.147221,125.331375,10386.060000000001
N3E11,34.900406,117.78392,11308.08
N2E11,28.434128,117.070786,7231.38
N3E11,34.536594,118.129974,11003.28
N3E11,31.876419,118.278481,6614.160000000001
N4E12,43.496021,122.006813,9784.08
N2E11,27.085396,113.393692,10088.880000000001
N3E10,31.900726,106.53717,11308.08
N3E11,35.403671,113.555603,9174.48
N2E10,23.123978,109.889252,11612.880000000001
N3E11,31.307144,116.790215,8420.1
N3E11,35.893707,117.499008,9479.28
N2E10,29.659037,108.911888,8869.68
N3E11,38.103745,113.741745,9784.08
N3E8,39.446091,82.232849,10698.480000000001
N3E11,38.190353,113.425598,12222.480000000001
N3E10,34.869415,107.989494,8869.68
N3E11,36.38855,117.39109,8869.68
N3E10,30.412628,108.670296,7498.08
N4E9,44.09248,90.924072,10698.480000000001
N4E11,41.758121,114.883163,11003.28
N3E11,32.049454,119.027802,9212.58
N2E10,28.816681,103.917091,9479.28
N2E11,25.124893,110.669685,8412.48
N3E11,37.454067,117.148827,11917.68
N2E10,27.801462,104.004608,10698.480000000001
N4E11,40.059502,113.99395,10393.68
N4E12,47.621796,120.260262,9479.28
N3E11,39.469849,114.718521,7802.88
N3E11,32.233932,119.716866,8404.86
N4E11,40.417118,110.748558,8107.68
N2E11,24.690445,115.431618,9479.28
N3E10,31.845362,106.670631,10088.880000000001
N3E11,39.548267,114.913147,11087.1
N3E11,38.333767,117.009293,10088.880000000001
N4E8,44.44202,87.373329,10088.880000000001
N3E10,30.16045,108.711311,8869.68
N3E11,31.685499,113.97744,8107.68
N2E11,24.54991,113.324692,7498.08
N3E11,30.525839,112.484016,7383.780000000001
N3E11,38.649078,116.326164,4511.04
N3E10,38.964321,107.476013,7559.04
N3E11,30.25021,113.231293,6614.160000000001
N4E9,41.976654,94.892227,8107.68
N4E9,42.413177,94.335289,5699.76
N2E11,29.02194,116.985382,5394.96
N3E10,35.455441,109.24688,7498.08
N2E11,24.280205,117.574287,6583.68
N2E12,29.605316,120.622963,5250.18
N4E8,40.916752,84.263123,9479.28
N3E11,39.26239,116.072769,4206.24
N4E12,40.059219,124.151978,9479.28
N2E10,24.890318,103.109848,6370.320000000001
N6E4,61.398422,40.250668,10363.2
N4W9,49.990959,-83.905037,10058.4
N3W12,37.092449,-111.699791,10058.4
N4W0,45.246819,-0.054262,10058.4
N3E11,36.48946,111.847069,6888.4800000000005
N3E11,33.127132,114.379562,10088.880000000001
N3E11,34.077667,114.34021,9174.48
N3E11,39.262619,117.660233,6309.360000000001
N4E0,43.83783,7.089631,10317.480000000001
N4E0,46.783554,3.082695,11269.980000000001
N4E0,43.284119,8.142338,8724.9
S1E0,-7.21043,23.939493,10980.42
N0W1,6.550924,-6.736135,10972.800000000001
N0W1,5.89491,-3.9323,5760.72
N4W8,48.161682,-78.693024,6743.700000000001
N4W8,46.627258,-75.545479,6736.08
N4E1,47.921539,15.342476,9753.6
N4E0,45.599918,8.268036,5615.9400000000005
S2W5,-15.47401,-48.173038,12184.380000000001
N5W1,56.44455,-4.904813,12496.800000000001
N4E3,41.054581,35.633545,10965.18
N4W2,46.054001,-19.601841,11887.2
N4E4,41.433243,43.022087,10972.800000000001
N3W2,35.233475,-16.342964,12496.800000000001
N4E4,40.982029,48.210194,10363.2
N4W2,46.669407,-16.709003,12493.1424
N2E3,29.334614,32.52718,12192.0
N4E0,49.583038,5.470469,9441.18
N4E4,40.646164,49.793396,11887.2
N3W4,33.63121,-37.072849,12192.0
N1E0,12.665607,0.648675,12496.800000000001
N7W5,71.187119,-41.465836,10363.2
N2E3,26.927994,31.384726,11277.6
N2E0,24.399261,1.624432,10972.800000000001
N4E3,41.864166,38.913918,11887.2
N6W4,61.107674,-34.331417,10972.800000000001
N3E3,32.169205,32.555126,11277.6
N6W4,62.087791,-35.884602,10363.2
N3W3,32.77684,-23.760132,9753.6
N2E0,24.725075,1.94355,11583.619200000001
N6W4,61.124153,-34.306011,10972.800000000001
N6W3,69.357666,-27.401962,10972.800000000001
N3W3,38.254028,-28.189692,10363.2
N3W3,34.250622,-25.636082,10972.800000000001
N3E3,39.610291,35.273338,11277.6
N5W3,59.027138,-30.753651,11583.619200000001
N6W4,64.051041,-31.12273,10965.18
N2W1,27.416336,-10.633709,9753.6
N4E1,47.61557,11.205368,10058.4
N4W1,40.678436,-6.919434,10675.62
N4W3,47.682724,-22.090416,10363.2
N4E3,42.684006,31.099407,10058.4
N4W3,41.680939,-22.799065,11582.400000000001
N4E2,42.186218,26.25489,10043.16
N4W2,43.010616,-20.014515,10058.4
N4E0,47.852722,4.584397,7810.5
N4W2,48.679905,-16.746082,10974.0192
N5W2,56.002464,-15.001831,9753.6
N5E1,58.871979,17.741821,11277.6
N4E0,48.92738,1.625832,6103.62
N3E0,39.078323,2.512585,11277.6
N5E0,50.073029,7.499654,10972.800000000001
N4W1,48.031036,-7.792946,10972.800000000001
N4W1,41.050972,-2.879791,10668.0
N4E1,47.102627,14.06426,11887.2
N4W1,43.705719,-1.605026,11513.82
N4E0,43.042709,7.617972,10668.0
N5E1,55.588074,12.470648,10965.18
N4E0,43.388363,7.954886,5181.6
N4E1,47.34581,11.151604,10668.0
N5W1,53.330109,-2.447361,10965.18
N4W1,43.60318,-1.309545,11277.6
N4E0,47.637695,9.475779,10058.4
N4W1,48.325241,-5.660001,9753.6
N4W1,49.330673,-2.823205,10363.2
N5W1,52.865662,-2.023315,11887.2
N5W1,52.691406,-1.065674,9753.6
N4W1,43.553947,-4.538138,10363.2
N4E1,47.171337,12.251868,10058.4
N4W1,46.98727,-4.422913,10972.800000000001
N0W6,9.451175,-56.8256,11887.2
N5E0,50.523056,4.06776,8526.78
N5W1,52.894234,-1.380511,10363.2
N4E0,48.314713,8.279536,10668.0
N4E0,46.25267,4.957581,10370.82
N4E0,45.662766,3.824547,10652.76
N4E0,47.270538,2.655381,8549.640000000001
N4E0,46.78244,1.911688,11277.6
N4E0,44.688263,1.245902,9646.92
N4E0,47.435074,2.835846,11239.5
N5E0,50.299831,3.23384,7985.76
N4E0,48.768631,3.915992,7658.1
N4E0,49.101288,3.774649,7406.64
N3E0,37.386333,2.640361,6469.38
N4W1,47.628387,-1.584567,5836.92
N3W1,34.688095,-6.75676,4792.9800000000005
N3E2,37.987465,23.740738,3802.38
N4W0,49.034546,-0.795523,4099.56
N6W5,61.71109,-45.758259,5981.700000000001
N4W13,40.313599,-126.349731,11277.6
N5W14,58.378181,-139.203369,10668.0
N2E6,29.741386,60.670921,11277.6
N6E3,67.83168,30.215746,10668.0
N5E4,53.085587,44.253742,12192.0
N3E4,37.237415,46.243069,11910.060000000001
N4E3,41.234756,36.670105,11582.400000000001
N5E5,50.956055,52.14772,12192.0
N0E10,2.482305,101.695755,11269.980000000001
